Season,Week,Contestant,Judge_Score_Raw,Reconstructed_Vote_Share,Result_Status,Is_Eliminated
8,3,Denise Richards,16.0,0.04125528572541412,Eliminated Week 3,True
8,3,David Alan Grier,24.0,0.09591571979186049,Eliminated Week 5,False
8,3,Lawrence Taylor,20.0,0.0728199220280707,Eliminated Week 7,False
8,3,Ty Murray,23.0,0.08294663357368261,Eliminated Week 10,False
8,3,Shawn Johnson,27.0,0.10628483113079516,1st Place,False
8,3,Steve Wozniak,10.0,0.06829231275244119,Eliminated Week 4,False
8,3,Chuck Wicks,23.0,0.09009888738239719,Eliminated Week 8,False
8,3,Lil' Kim,25.0,0.11683989810531564,Eliminated Week 9,False
8,3,Steve-O,15.0,0.054778799238927665,Eliminated Week 6,False
8,3,Holly Madison,17.0,0.06932846440413602,Eliminated Week 4,False
8,3,Melissa Rycroft,27.0,0.10478093479005245,3rd Place,False
8,4,Gilles Marini,30.0,0.11034858329021963,2nd Place,False
8,4,David Alan Grier,22.0,0.10208853874214666,Eliminated Week 5,False
8,4,Lawrence Taylor,19.0,0.07110187873651232,Eliminated Week 7,False
8,4,Ty Murray,25.0,0.10161653460699668,Eliminated Week 10,False
8,4,Shawn Johnson,25.0,0.10409204370944602,1st Place,False
8,4,Steve Wozniak,12.0,0.054967398298122847,Eliminated Week 4,True
8,4,Chuck Wicks,22.0,0.08629150223334978,Eliminated Week 8,False
8,4,Lil' Kim,27.0,0.11552234902459153,Eliminated Week 9,False
8,4,Steve-O,15.0,0.05990300402518563,Eliminated Week 6,False
8,4,Holly Madison,16.0,0.06655820661347135,Eliminated Week 4,False
8,4,Melissa Rycroft,29.0,0.12750996071995754,3rd Place,False
8,5,Gilles Marini,29.0,0.13603056142313433,2nd Place,False
8,5,David Alan Grier,22.0,0.057887016402157626,Eliminated Week 5,True
8,5,Lawrence Taylor,20.0,0.10335156185670306,Eliminated Week 7,False
8,5,Ty Murray,21.0,0.09949436158575427,Eliminated Week 10,False
8,5,Shawn Johnson,26.0,0.1273233224157338,1st Place,False
8,5,Chuck Wicks,23.0,0.10419799856761648,Eliminated Week 8,False
8,5,Lil' Kim,26.0,0.11403304350345243,Eliminated Week 9,False
8,5,Steve-O,18.0,0.12607883458397579,Eliminated Week 6,False
8,5,Melissa Rycroft,25.0,0.1316032996614723,3rd Place,False
8,6,Gilles Marini,26.0,0.12973918331125525,2nd Place,False
8,6,Lawrence Taylor,22.0,0.1144183155270915,Eliminated Week 7,False
8,6,Ty Murray,18.0,0.0844855240045605,Eliminated Week 10,False
8,6,Shawn Johnson,26.0,0.13772625184279938,1st Place,False
8,6,Chuck Wicks,23.0,0.1418891722139404,Eliminated Week 8,False
8,6,Lil' Kim,28.0,0.17417689346619225,Eliminated Week 9,False
8,6,Steve-O,16.0,0.07001358947311938,Eliminated Week 6,True
8,6,Melissa Rycroft,27.0,0.1475510701610413,3rd Place,False
8,7,Gilles Marini,27.0,0.13446183403729256,2nd Place,False
8,7,Lawrence Taylor,21.0,0.12981715141380581,Eliminated Week 7,True
8,7,Ty Murray,24.0,0.1240108496824446,Eliminated Week 10,False
8,7,Shawn Johnson,28.0,0.17296913387301022,1st Place,False
8,7,Chuck Wicks,27.0,0.14148662503631954,Eliminated Week 8,False
8,7,Lil' Kim,26.0,0.13715731540970713,Eliminated Week 9,False
8,7,Melissa Rycroft,29.0,0.1600970905474201,3rd Place,False
8,8,Gilles Marini,27.5,0.16686951947381043,2nd Place,False
8,8,Ty Murray,26.0,0.14244284658957151,Eliminated Week 10,False
8,8,Shawn Johnson,26.0,0.1779132089917074,1st Place,False
8,8,Chuck Wicks,25.5,0.12679765022855882,Eliminated Week 8,True
8,8,Lil' Kim,28.0,0.20916912448779304,Eliminated Week 9,False
8,8,Melissa Rycroft,23.0,0.17680765022855885,3rd Place,False
8,9,Gilles Marini,28.0,0.2112002031156027,2nd Place,False
8,9,Ty Murray,23.0,0.22008762349804442,Eliminated Week 10,False
8,9,Shawn Johnson,28.0,0.21412697097022032,1st Place,False
8,9,Lil' Kim,26.0,0.14864905206947304,Eliminated Week 9,True
8,9,Melissa Rycroft,28.5,0.2059361503466596,3rd Place,False
8,10,Gilles Marini,30.0,0.2925627899247862,2nd Place,False
8,10,Ty Murray,24.0,0.2243668901727516,Eliminated Week 10,True
8,10,Shawn Johnson,28.0,0.25447474130305703,1st Place,False
8,10,Melissa Rycroft,27.5,0.22859557859940502,3rd Place,False
9,1,Ashley Hamiliton,18.9999,0.04702423876831797,Eliminated Week 1,True
9,1,Debi Mazar,22.0,0.05463587418618101,Eliminated Week 3,False
9,1,Melissa Joan Hart,24.0,0.05083430280334097,Eliminated Week 6,False
9,1,Mark Dacascos,28.9998,0.06712722703262748,Eliminated Week 7,False
9,1,Chuck Liddell,22.0,0.05151901517647753,Eliminated Week 4,False
9,1,Natalie Coughlin,26.9998,0.06897718832369207,Eliminated Week 5,False
9,1,Louie Vito,26.9998,0.07065435312456388,Eliminated Week 6,False
9,1,Michael Irvin,19.0,0.04236706260456865,Eliminated Week 7,False
9,1,Joanna Krupa,33.9999,0.08573665350074844,Eliminated Week 9,False
9,1,Kathy Ireland,19.9999,0.05219713066085789,Eliminated Week 2,False
9,1,Tom DeLay,19.9999,0.054993434270286544,Withdrew,False
9,1,Macy Gray,18.9999,0.04832072472335983,Eliminated Week 1,False
9,1,Aaron Carter,31.999899999999997,0.07948899029864866,Eliminated Week 8,False
9,1,Mya,30.999899999999997,0.07455899894708454,2nd Place,False
9,1,Donny Osmond,29.999899999999997,0.07827779114443804,1st Place,False
9,1,Kelly Osbourne,30.9998,0.0732870144348066,3rd Place,False
9,2,Debi Mazar,21.0,0.07478253322257378,Eliminated Week 3,False
9,2,Melissa Joan Hart,19.0,0.07447181700228456,Eliminated Week 6,False
9,2,Mark Dacascos,21.0,0.07323225045802792,Eliminated Week 7,False
9,2,Chuck Liddell,19.0,0.07047183325340416,Eliminated Week 4,False
9,2,Natalie Coughlin,21.0,0.06590029861602059,Eliminated Week 5,False
9,2,Louie Vito,19.0,0.05582676895721402,Eliminated Week 6,False
9,2,Michael Irvin,20.0,0.06693411261284053,Eliminated Week 7,False
9,2,Joanna Krupa,20.0,0.07301249119380547,Eliminated Week 9,False
9,2,Kathy Ireland,18.0,0.05389366452570718,Eliminated Week 2,True
9,2,Tom DeLay,18.0,0.05390366452570718,Withdrew,False
9,2,Aaron Carter,27.0,0.0892369789487826,Eliminated Week 8,False
9,2,Mya,27.0,0.10307637983585165,2nd Place,False
9,2,Donny Osmond,25.0,0.0748880372181382,1st Place,False
9,2,Kelly Osbourne,19.0,0.07036916962964213,3rd Place,False
9,3,Debi Mazar,17.0,0.04836678572393799,Eliminated Week 3,True
9,3,Melissa Joan Hart,19.0,0.0600585158270573,Eliminated Week 6,False
9,3,Mark Dacascos,18.0,0.07708364474902207,Eliminated Week 7,False
9,3,Chuck Liddell,17.0,0.08211755523440065,Eliminated Week 4,False
9,3,Natalie Coughlin,26.0,0.10941273941669905,Eliminated Week 5,False
9,3,Louie Vito,20.0,0.06861096904459232,Eliminated Week 6,False
9,3,Michael Irvin,14.0,0.07110405845121072,Eliminated Week 7,False
9,3,Joanna Krupa,23.0,0.09426207674323828,Eliminated Week 9,False
9,3,Tom DeLay,15.0,0.059740422087574366,Withdrew,False
9,3,Aaron Carter,21.0,0.07565703943889275,Eliminated Week 8,False
9,3,Mya,27.0,0.10506821674871578,2nd Place,False
9,3,Donny Osmond,21.0,0.07698290237360424,1st Place,False
9,3,Kelly Osbourne,20.0,0.07153507416105459,3rd Place,False
9,4,Melissa Joan Hart,28.0,0.11628227765604096,Eliminated Week 6,False
9,4,Mark Dacascos,22.0,0.09263220869957343,Eliminated Week 7,False
9,4,Chuck Liddell,17.0,0.044436858545830106,Eliminated Week 4,True
9,4,Natalie Coughlin,24.0,0.11320071392251475,Eliminated Week 5,False
9,4,Louie Vito,16.0,0.07619289029186185,Eliminated Week 6,False
9,4,Michael Irvin,16.0,0.07619289029186184,Eliminated Week 7,False
9,4,Joanna Krupa,26.0,0.10579025309275648,Eliminated Week 9,False
9,4,Aaron Carter,18.0,0.06997214719857084,Eliminated Week 8,False
9,4,Mya,28.0,0.10409691408965871,2nd Place,False
9,4,Donny Osmond,24.0,0.10392867128144324,1st Place,False
9,4,Kelly Osbourne,23.0,0.09727417492988784,3rd Place,False
9,5,Melissa Joan Hart,23.0,0.0951242733636619,Eliminated Week 6,False
9,5,Mark Dacascos,26.0,0.10731726498635878,Eliminated Week 7,False
9,5,Natalie Coughlin,22.0,0.07246566426693794,Eliminated Week 5,True
9,5,Louie Vito,22.0,0.0958971044929286,Eliminated Week 6,False
9,5,Michael Irvin,21.0,0.09208350740419285,Eliminated Week 7,False
9,5,Joanna Krupa,24.0,0.1097690927357687,Eliminated Week 9,False
9,5,Aaron Carter,24.0,0.09815503763628303,Eliminated Week 8,False
9,5,Mya,27.0,0.10417993596772293,2nd Place,False
9,5,Donny Osmond,29.0,0.11801002868026167,1st Place,False
9,5,Kelly Osbourne,24.0,0.10699809046588361,3rd Place,False
9,6,Melissa Joan Hart,23.9999,0.08015455744753705,Eliminated Week 6,True
9,6,Mark Dacascos,32.0,0.13290072769641664,Eliminated Week 7,False
9,6,Louie Vito,24.0,0.08184389611634652,Eliminated Week 6,False
9,6,Michael Irvin,21.9998,0.10238677966975929,Eliminated Week 7,False
9,6,Joanna Krupa,35.9999,0.14757301763807873,Eliminated Week 9,False
9,6,Aaron Carter,32.9998,0.12797347468801135,Eliminated Week 8,False
9,6,Mya,33.0,0.11444133812500662,2nd Place,False
9,6,Donny Osmond,30.999899999999997,0.1238967192311389,1st Place,False
9,6,Kelly Osbourne,24.9998,0.08882948938770482,3rd Place,False
9,7,Mark Dacascos,21.5,0.10886882099944353,Eliminated Week 7,True
9,7,Michael Irvin,23.5,0.15662529436273687,Eliminated Week 7,False
9,7,Joanna Krupa,27.5,0.1459384875634449,Eliminated Week 9,False
9,7,Aaron Carter,26.5,0.15442547422538366,Eliminated Week 8,False
9,7,Mya,24.5,0.14659141237701676,2nd Place,False
9,7,Donny Osmond,26.0,0.1346035699942825,1st Place,False
9,7,Kelly Osbourne,26.0,0.15294694047769183,3rd Place,False
9,8,Joanna Krupa,26.0,0.1918419839399303,Eliminated Week 9,False
9,8,Aaron Carter,25.0,0.17760330717226624,Eliminated Week 8,True
9,8,Mya,29.5,0.212408267713025,2nd Place,False
9,8,Donny Osmond,25.0,0.2095780890539093,1st Place,False
9,8,Kelly Osbourne,25.5,0.20856835212086905,3rd Place,False
9,9,Joanna Krupa,27.0,0.1445767791560043,Eliminated Week 9,True
9,9,Mya,28.9999,0.2524477198649201,2nd Place,False
9,9,Donny Osmond,24.666600000000003,0.34458677915600433,1st Place,False
9,9,Kelly Osbourne,25.9998,0.2583887218230713,3rd Place,False
10,2,Aiden Turner,19.0,0.0799669476719158,Eliminated Week 4,False
10,2,Shannen Doherty,20.0,0.03177406934414816,Eliminated Week 2,True
10,2,Niecy Nash,21.0,0.08988694375599808,Eliminated Week 8,False
10,2,Buzz Aldrin,12.0,0.09332253088260974,Eliminated Week 3,False
10,2,Chad Ochocinco,16.0,0.07674602855370397,Eliminated Week 9,False
10,2,Evan Lysacek,24.0,0.11826014600206781,2nd Place,False
10,2,Pamela Anderson,22.0,0.1000841020206929,Eliminated Week 7,False
10,2,Nicole Scherzinger,28.0,0.11662678123099801,1st Place,False
10,2,Erin Andrews,23.0,0.1170004143090318,3rd Place,False
10,2,Kate Gosselin,15.0,0.07793791549799434,Eliminated Week 5,False
10,2,Jake Pavelka,20.0,0.09839412073083935,Eliminated Week 6,False
10,3,Aiden Turner,20.0,0.09022587021827244,Eliminated Week 4,False
10,3,Niecy Nash,21.0,0.10856346411350656,Eliminated Week 8,False
10,3,Buzz Aldrin,13.0,0.06212824519944757,Eliminated Week 3,True
10,3,Chad Ochocinco,20.0,0.09976612125041871,Eliminated Week 9,False
10,3,Evan Lysacek,26.0,0.14635144215937054,2nd Place,False
10,3,Pamela Anderson,21.0,0.11319462612679174,Eliminated Week 7,False
10,3,Nicole Scherzinger,23.0,0.11361771868026933,1st Place,False
10,3,Erin Andrews,23.0,0.09285560957414739,3rd Place,False
10,3,Kate Gosselin,15.0,0.06791772132965074,Eliminated Week 5,False
10,3,Jake Pavelka,21.0,0.1053791813481251,Eliminated Week 6,False
10,4,Aiden Turner,16.5,0.07308717982294252,Eliminated Week 4,True
10,4,Niecy Nash,18.0,0.11853798516609286,Eliminated Week 8,False
10,4,Chad Ochocinco,22.0,0.10252483046820432,Eliminated Week 9,False
10,4,Evan Lysacek,26.0,0.15064697147967596,2nd Place,False
10,4,Pamela Anderson,23.5,0.12470177266902126,Eliminated Week 7,False
10,4,Nicole Scherzinger,25.0,0.12316079112933963,1st Place,False
10,4,Erin Andrews,19.5,0.12091540735938548,3rd Place,False
10,4,Kate Gosselin,16.0,0.09531940204516474,Eliminated Week 5,False
10,4,Jake Pavelka,19.0,0.09110565986017333,Eliminated Week 6,False
10,5,Niecy Nash,18.0,0.0922533262826522,Eliminated Week 8,False
10,5,Chad Ochocinco,18.0,0.1004038832307308,Eliminated Week 9,False
10,5,Evan Lysacek,27.0,0.1616496294334479,2nd Place,False
10,5,Pamela Anderson,21.0,0.11719021583606284,Eliminated Week 7,False
10,5,Nicole Scherzinger,29.0,0.19255301610935435,1st Place,False
10,5,Erin Andrews,22.0,0.11738641187999459,3rd Place,False
10,5,Kate Gosselin,15.0,0.09278071910232129,Eliminated Week 5,True
10,5,Jake Pavelka,23.0,0.1257827981254359,Eliminated Week 6,False
10,6,Niecy Nash,25.9998,0.12269536151795316,Eliminated Week 8,False
10,6,Chad Ochocinco,30.999899999999997,0.13684408160661982,Eliminated Week 9,False
10,6,Evan Lysacek,27.0,0.1334113192262202,2nd Place,False
10,6,Pamela Anderson,29.9998,0.13986500979991237,Eliminated Week 7,False
10,6,Nicole Scherzinger,35.9999,0.16039536319877876,1st Place,False
10,6,Erin Andrews,34.0,0.1724501274472705,3rd Place,False
10,6,Jake Pavelka,24.999899999999997,0.13433873720324513,Eliminated Week 6,True
10,7,Niecy Nash,24.5,0.17109497068551185,Eliminated Week 8,False
10,7,Chad Ochocinco,26.0,0.1847026091063887,Eliminated Week 9,False
10,7,Evan Lysacek,27.0,0.1812091364232905,2nd Place,False
10,7,Pamela Anderson,25.5,0.11845339173814343,Eliminated Week 7,True
10,7,Nicole Scherzinger,27.0,0.1760347685344593,1st Place,False
10,7,Erin Andrews,25.5,0.16850512351220628,3rd Place,False
10,8,Niecy Nash,21.5,0.14282634586140103,Eliminated Week 8,True
10,8,Chad Ochocinco,22.5,0.18525234345082672,Eliminated Week 9,False
10,8,Evan Lysacek,26.5,0.22360926535310588,2nd Place,False
10,8,Nicole Scherzinger,29.5,0.23131203665185837,1st Place,False
10,8,Erin Andrews,26.5,0.21700000868280797,3rd Place,False
10,9,Chad Ochocinco,26.0,0.20802629521192492,Eliminated Week 9,True
10,9,Evan Lysacek,29.5,0.2794840050468489,2nd Place,False
10,9,Nicole Scherzinger,29.5,0.2741122615015062,1st Place,False
10,9,Erin Andrews,28.0,0.23837743823972,3rd Place,False
11,1,David Hasselhoff,15.0,0.057364758154898145,Eliminated Week 1,True
11,1,Florence Henderson,18.0,0.05795514412690459,Eliminated Week 5,False
11,1,Kyle Massey,23.0,0.10614038102759565,2nd Place,False
11,1,Jennifer Grey,24.0,0.10489300985337328,1st Place,False
11,1,Rick Fox,22.0,0.10551804228645124,Eliminated Week 7,False
11,1,Kurt Warner,19.0,0.07869385419165105,Eliminated Week 8,False
11,1,Margaret Cho,15.0,0.0677637802535527,Eliminated Week 3,False
11,1,Michael Bolton,16.0,0.07802400628302192,Eliminated Week 2,False
11,1,Brandy,23.0,0.11292253604508347,Eliminated Week 9,False
11,1,The Situation,15.0,0.0679853967949217,Eliminated Week 4,False
11,1,Audrina Patridge,19.0,0.08619412402105799,Eliminated Week 6,False
11,1,Bristol Palin,18.0,0.07654496696148821,3rd Place,False
11,2,Florence Henderson,19.0,0.0832186591770515,Eliminated Week 5,False
11,2,Kyle Massey,22.0,0.106439690771621,2nd Place,False
11,2,Jennifer Grey,24.0,0.10470385498810941,1st Place,False
11,2,Rick Fox,21.0,0.0897667991220637,Eliminated Week 7,False
11,2,Kurt Warner,21.0,0.10194189799872805,Eliminated Week 8,False
11,2,Margaret Cho,18.0,0.07568592639256488,Eliminated Week 3,False
11,2,Michael Bolton,12.0,0.04061564489482114,Eliminated Week 2,True
11,2,Brandy,21.0,0.08886999855391771,Eliminated Week 9,False
11,2,The Situation,18.0,0.08714225915376908,Eliminated Week 4,False
11,2,Audrina Patridge,23.0,0.1152177606028471,Eliminated Week 6,False
11,2,Bristol Palin,22.0,0.10639750834450643,3rd Place,False
11,3,Florence Henderson,20.0,0.095186864035167,Eliminated Week 5,False
11,3,Kyle Massey,23.0,0.11004035805245965,2nd Place,False
11,3,Jennifer Grey,24.0,0.1122298323639745,1st Place,False
11,3,Rick Fox,24.0,0.10524438242158418,Eliminated Week 7,False
11,3,Kurt Warner,23.0,0.10708684260742976,Eliminated Week 8,False
11,3,Margaret Cho,18.0,0.08123861935853749,Eliminated Week 3,True
11,3,Brandy,24.0,0.0888185493012374,Eliminated Week 9,False
11,3,The Situation,20.0,0.09563692388758158,Eliminated Week 4,False
11,3,Audrina Patridge,26.0,0.11844774480295998,Eliminated Week 6,False
11,3,Bristol Palin,19.0,0.08606988316906847,3rd Place,False
11,4,Florence Henderson,17.5,0.09877664133715132,Eliminated Week 5,False
11,4,Kyle Massey,20.0,0.10367363264708913,2nd Place,False
11,4,Jennifer Grey,28.0,0.13392354289037112,1st Place,False
11,4,Rick Fox,19.5,0.11775661965213607,Eliminated Week 7,False
11,4,Kurt Warner,17.0,0.09399976982458987,Eliminated Week 8,False
11,4,Brandy,24.0,0.13175084831865963,Eliminated Week 9,False
11,4,The Situation,14.0,0.09595302232484149,Eliminated Week 4,True
11,4,Audrina Patridge,23.0,0.13133022709310882,Eliminated Week 6,False
11,4,Bristol Palin,16.0,0.09283569591205247,3rd Place,False
11,5,Florence Henderson,21.0,0.09922020262665363,Eliminated Week 5,True
11,5,Kyle Massey,20.0,0.11283826194009597,2nd Place,False
11,5,Jennifer Grey,25.0,0.11971272096264332,1st Place,False
11,5,Rick Fox,24.0,0.13336869079356745,Eliminated Week 7,False
11,5,Kurt Warner,24.0,0.13687632890313878,Eliminated Week 8,False
11,5,Brandy,27.0,0.15096403765915187,Eliminated Week 9,False
11,5,Audrina Patridge,23.0,0.13130603800457888,Eliminated Week 6,False
11,5,Bristol Palin,18.0,0.11571371911017014,3rd Place,False
11,6,Kyle Massey,29.999899999999997,0.1523420442690982,2nd Place,False
11,6,Jennifer Grey,29.0,0.12048732924352101,1st Place,False
11,6,Rick Fox,30.0,0.14162598905379656,Eliminated Week 7,False
11,6,Kurt Warner,21.9999,0.15430435181316257,Eliminated Week 8,False
11,6,Brandy,35.9999,0.18512401900217534,Eliminated Week 9,False
11,6,Audrina Patridge,31.9998,0.10598549279769733,Eliminated Week 6,True
11,6,Bristol Palin,27.9998,0.14013077382054911,3rd Place,False
11,7,Kyle Massey,33.5,0.1616112571542819,2nd Place,False
11,7,Jennifer Grey,36.5,0.1690388989829879,1st Place,False
11,7,Rick Fox,34.5,0.15680509408473756,Eliminated Week 7,True
11,7,Kurt Warner,35.0,0.16984219640704568,Eliminated Week 8,False
11,7,Brandy,36.5,0.17629513314712061,Eliminated Week 9,False
11,7,Bristol Palin,32.5,0.16640742022382626,3rd Place,False
11,8,Kyle Massey,28.0,0.2055640587936685,2nd Place,False
11,8,Jennifer Grey,28.5,0.21911846796979959,1st Place,False
11,8,Kurt Warner,24.0,0.17479707291220245,Eliminated Week 8,True
11,8,Brandy,28.5,0.220740435390922,Eliminated Week 9,False
11,8,Bristol Palin,23.5,0.17977996493340745,3rd Place,False
11,9,Kyle Massey,29.0,0.24214104610567191,2nd Place,False
11,9,Jennifer Grey,30.0,0.2811112253658919,1st Place,False
11,9,Brandy,28.5,0.22959693443965667,Eliminated Week 9,True
11,9,Bristol Palin,26.5,0.24715079408877955,3rd Place,False
12,2,Ralph Macchio,21.0,0.1000944459348578,Eliminated Week 9,False
12,2,Chelsea Kane,18.0,0.08981074231109729,3rd Place,False
12,2,Kirstie Alley,20.0,0.09930443634717119,2nd Place,False
12,2,Hines Ward,23.0,0.10829502926801629,1st Place,False
12,2,Sugar Ray Leonard,17.0,0.07979682558760538,Eliminated Week 4,False
12,2,Chris Jericho,23.0,0.12092865504037063,Eliminated Week 6,False
12,2,Petra Nemcova,18.0,0.08150287591738012,Eliminated Week 5,False
12,2,Mike Catherwood,17.0,0.06720225093687648,Eliminated Week 2,True
12,2,Romeo,23.0,0.09586260572054028,Eliminated Week 8,False
12,2,Wendy Williams,17.0,0.0756207718442004,Eliminated Week 3,False
12,2,Kendra Wilkinson,19.0,0.08158136109188405,Eliminated Week 7,False
12,3,Ralph Macchio,21.0,0.09353473311352,Eliminated Week 9,False
12,3,Chelsea Kane,23.0,0.10685105294304487,3rd Place,False
12,3,Kirstie Alley,21.0,0.10212225888114446,2nd Place,False
12,3,Hines Ward,25.0,0.11530628883628102,1st Place,False
12,3,Sugar Ray Leonard,20.0,0.10591920804996503,Eliminated Week 4,False
12,3,Chris Jericho,21.0,0.09736056537955588,Eliminated Week 6,False
12,3,Petra Nemcova,25.0,0.11979089259690581,Eliminated Week 5,False
12,3,Romeo,20.0,0.08701626080581643,Eliminated Week 8,False
12,3,Wendy Williams,15.0,0.07644185223072583,Eliminated Week 3,True
12,3,Kendra Wilkinson,23.0,0.09565688716304074,Eliminated Week 7,False
12,4,Ralph Macchio,25.0,0.12206814227159166,Eliminated Week 9,False
12,4,Chelsea Kane,26.0,0.14041669504411536,3rd Place,False
12,4,Kirstie Alley,22.0,0.12241344961499785,2nd Place,False
12,4,Hines Ward,25.0,0.12187615041764395,1st Place,False
12,4,Sugar Ray Leonard,21.0,0.08268874774470514,Eliminated Week 4,True
12,4,Chris Jericho,23.0,0.10782403109126724,Eliminated Week 6,False
12,4,Petra Nemcova,23.0,0.1104508991852034,Eliminated Week 5,False
12,4,Romeo,23.0,0.0950000300896538,Eliminated Week 8,False
12,4,Kendra Wilkinson,18.0,0.09726185454082165,Eliminated Week 7,False
12,5,Ralph Macchio,22.0,0.1184620834048872,Eliminated Week 9,False
12,5,Chelsea Kane,26.0,0.1304865422628746,3rd Place,False
12,5,Kirstie Alley,23.0,0.09906321670332449,2nd Place,False
12,5,Hines Ward,27.0,0.1525846145766079,1st Place,False
12,5,Chris Jericho,26.0,0.13280163056906352,Eliminated Week 6,False
12,5,Petra Nemcova,22.0,0.10246174726761215,Eliminated Week 5,True
12,5,Romeo,26.0,0.14973684430408885,Eliminated Week 8,False
12,5,Kendra Wilkinson,22.0,0.11440332091154137,Eliminated Week 7,False
12,6,Ralph Macchio,24.0,0.1257317509130441,Eliminated Week 9,False
12,6,Chelsea Kane,28.0,0.15044373453022614,3rd Place,False
12,6,Kirstie Alley,26.0,0.15396094812519784,2nd Place,False
12,6,Hines Ward,27.0,0.14581785571622297,1st Place,False
12,6,Chris Jericho,22.0,0.13528131444405989,Eliminated Week 6,True
12,6,Romeo,28.0,0.14629436939939938,Eliminated Week 8,False
12,6,Kendra Wilkinson,25.0,0.14247002687184962,Eliminated Week 7,False
12,7,Ralph Macchio,33.0,0.16412667757565683,Eliminated Week 9,False
12,7,Chelsea Kane,32.0,0.1909259771932571,3rd Place,False
12,7,Kirstie Alley,30.0,0.1723449724049921,2nd Place,False
12,7,Hines Ward,33.0,0.16394044886679518,1st Place,False
12,7,Romeo,30.0,0.16029097019796,Eliminated Week 8,False
12,7,Kendra Wilkinson,30.5,0.1483709537613388,Eliminated Week 7,True
12,8,Ralph Macchio,23.0,0.19680391352779344,Eliminated Week 9,False
12,8,Chelsea Kane,27.5,0.24333922043556264,3rd Place,False
12,8,Kirstie Alley,26.5,0.177653435814939,2nd Place,False
12,8,Hines Ward,27.0,0.2084864397708345,1st Place,False
12,8,Romeo,26.0,0.17371699045087036,Eliminated Week 8,True
12,9,Ralph Macchio,24.0,0.18091290045070968,Eliminated Week 9,True
12,9,Chelsea Kane,36.5,0.3121446563704028,3rd Place,False
12,9,Kirstie Alley,27.0,0.23842269222792423,2nd Place,False
12,9,Hines Ward,30.0,0.2685197509509633,1st Place,False
13,1,Elisabetta Canalis,15.0,0.07683687023064031,Eliminated Week 2,False
13,1,David Arquette,18.0,0.08094107260987227,Eliminated Week 7,False
13,1,Ricki Lake,20.0,0.09688389657441744,3rd Place,False
13,1,J.R. Martinez,22.0,0.09943004787122857,1st Place,False
13,1,Metta World Peace (Ron),14.0,0.055325215142985724,Eliminated Week 1,True
13,1,Hope Solo,21.0,0.09378103502648323,Eliminated Week 9,False
13,1,Chynna Phillips,22.0,0.08563603841760617,Eliminated Week 4,False
13,1,Kristin Cavallari,19.0,0.08506311981925203,Eliminated Week 3,False
13,1,Carson Kressley,17.0,0.06861649406501057,Eliminated Week 5,False
13,1,Chaz Bono,17.0,0.09079324695123507,Eliminated Week 6,False
13,1,Nancy Grace,16.0,0.08044869120104782,Eliminated Week 8,False
13,1,Rob Kardashian,16.0,0.08624427209022079,2nd Place,False
13,2,Elisabetta Canalis,21.0,0.06987498877654963,Eliminated Week 2,True
13,2,David Arquette,18.0,0.08333790357475587,Eliminated Week 7,False
13,2,Ricki Lake,23.0,0.10954991710110608,3rd Place,False
13,2,J.R. Martinez,22.0,0.09384631650419414,1st Place,False
13,2,Hope Solo,19.0,0.07885359864202046,Eliminated Week 9,False
13,2,Chynna Phillips,21.0,0.08425617149730069,Eliminated Week 4,False
13,2,Kristin Cavallari,22.0,0.10189907207700942,Eliminated Week 3,False
13,2,Carson Kressley,18.0,0.09636245845637005,Eliminated Week 5,False
13,2,Chaz Bono,17.0,0.08782220850749127,Eliminated Week 6,False
13,2,Nancy Grace,21.0,0.0894959171723614,Eliminated Week 8,False
13,2,Rob Kardashian,21.0,0.10470144769084092,2nd Place,False
13,3,David Arquette,24.0,0.10691643704162326,Eliminated Week 7,False
13,3,Ricki Lake,27.0,0.1052655078054741,3rd Place,False
13,3,J.R. Martinez,26.0,0.10843213034250436,1st Place,False
13,3,Hope Solo,24.0,0.10020876737991191,Eliminated Week 9,False
13,3,Chynna Phillips,26.0,0.10351250894489106,Eliminated Week 4,False
13,3,Kristin Cavallari,24.0,0.07744962378874677,Eliminated Week 3,True
13,3,Carson Kressley,23.0,0.0936908229302683,Eliminated Week 5,False
13,3,Chaz Bono,18.0,0.10277607948494932,Eliminated Week 6,False
13,3,Nancy Grace,21.0,0.09141087031361245,Eliminated Week 8,False
13,3,Rob Kardashian,24.0,0.11033725196801861,2nd Place,False
13,4,David Arquette,23.0,0.11631180177039314,Eliminated Week 7,False
13,4,Ricki Lake,29.0,0.1445407552431753,3rd Place,False
13,4,J.R. Martinez,26.0,0.12317972796671982,1st Place,False
13,4,Hope Solo,24.0,0.1064893847001789,Eliminated Week 9,False
13,4,Chynna Phillips,21.0,0.08932625564659384,Eliminated Week 4,True
13,4,Carson Kressley,20.0,0.10801564430718606,Eliminated Week 5,False
13,4,Chaz Bono,21.0,0.10026512609850609,Eliminated Week 6,False
13,4,Nancy Grace,21.0,0.08933625564659382,Eliminated Week 8,False
13,4,Rob Kardashian,24.0,0.12253504862065302,2nd Place,False
13,5,David Arquette,25.0,0.14864757515343577,Eliminated Week 7,False
13,5,Ricki Lake,24.0,0.11317811815099037,3rd Place,False
13,5,J.R. Martinez,28.0,0.14333587646822327,1st Place,False
13,5,Hope Solo,24.0,0.1250870331301675,Eliminated Week 9,False
